,Series Name,Description,Frequency,Start,End
23310,FR803062005.A,Other financial intermediaries except insurance companies and pension funds; municipal securities; asset,A,12-31-1946,12-31-2014
23311,FR803062005.Q,Other financial intermediaries except insurance companies and pension funds; municipal securities; asset,Q,12-31-1946,06-30-2015
23312,FR803063005.A,Other financial intermediaries except insurance companies and pension funds; corporate and foreign bonds; asset,A,12-31-1946,12-31-2014
23313,FR803063005.Q,Other financial intermediaries except insurance companies and pension funds; corporate and foreign bonds; asset,Q,12-31-1946,06-30-2015
23314,FR803066005.A,Other financial intermediaries except insurance companies and pension funds; consumer credit; asset,A,12-31-1946,12-31-2014
23315,FR803066005.Q,Other financial intermediaries except insurance companies and pension funds; consumer credit; asset,Q,12-31-1946,06-30-2015
23316,FR803163005.A,Other financial intermediaries except insurance companies and pension funds; corporate and foreign bonds; liability,A,12-31-1946,12-31-2014
23317,FR803163005.Q,Other financial intermediaries except insurance companies and pension funds; corporate and foreign bonds; liability,Q,12-31-1946,06-30-2015
23318,FR803168005.A,Other financial intermediaries except insurance companies and pension funds; depository institution loans n.e.c.; liability ,A,12-31-1946,12-31-2014
23319,FR803168005.Q,Other financial intermediaries except insurance companies and pension funds; depository institution loans n.e.c.; liability ,Q,12-31-1946,06-30-2015
23320,FR803190005.A,Other financial intermediaries except insurance companies and pension funds; miscellaneous liabilities,A,12-31-1946,12-31-2014
23321,FR803190005.Q,Other financial intermediaries except insurance companies and pension funds; miscellaneous liabilities,Q,12-31-1946,06-30-2015
23322,FR833029295.A,Private domestic sectors; checkable deposits and currency (check),A,12-31-1946,12-31-2014
23323,FR833029295.Q,Private domestic sectors; checkable deposits and currency (check),Q,12-31-1946,06-30-2015
23324,FR835013265.A,"Private domestic sectors; nonresidential equipment, current cost basis",A,12-31-1946,12-31-2014
23325,FR835013265.Q,"Private domestic sectors; nonresidential equipment, current cost basis",Q,12-31-1946,06-30-2015
23326,FR835013365.A,"Private domestic sectors; nonresidential software, current cost basis",A,12-31-1946,12-31-2014
23327,FR835013365.Q,"Private domestic sectors; nonresidential software, current cost basis",Q,12-31-1946,06-30-2015
23328,FR835013465.A,"Private domestic sectors; nonresidential research and development, current cost basis",A,12-31-1946,12-31-2014
23329,FR835013465.Q,"Private domestic sectors; nonresidential research and development, current cost basis",Q,12-31-1946,06-30-2015
23330,FR835013565.A,"Private domestic sectors; nonresidential entertainment, literary, and artistic originals, current cost basis",A,12-31-1946,12-31-2014
23331,FR835013565.Q,"Private domestic sectors; nonresidential entertainment, literary, and artistic originals, current cost basis",Q,12-31-1946,06-30-2015
23332,FR835013665.A,"Private domestic sectors; nonresidential structures, current cost basis",A,12-31-1946,12-31-2014
23333,FR835013665.Q,"Private domestic sectors; nonresidential structures, current cost basis",Q,12-31-1946,06-30-2015
23334,FR836330033.A,"Private domestic sectors; consumption of fixed capital, nonresidential software, current cost basis",A,12-31-1947,12-31-1951
23335,FR836330033.Q,"Private domestic sectors; consumption of fixed capital, nonresidential software, current cost basis",Q,03-31-1947,09-30-1951
23336,FR836330043.A,"Private domestic sectors; consumption of fixed capital, nonresidential research and development, current cost basis",A,12-31-1947,12-31-1951
23337,FR836330043.Q,"Private domestic sectors; consumption of fixed capital, nonresidential research and development, current cost basis",Q,03-31-1947,09-30-1951
23338,FR836330053.A,"Private domestic sectors; consumption of fixed capital, nonresidential entertainment, literary, and artistic originals, current cost basis",A,12-31-1947,12-31-1951
23339,FR836330053.Q,"Private domestic sectors; consumption of fixed capital, nonresidential entertainment, literary, and artistic originals, current cost basis",Q,03-31-1947,09-30-1951
23340,FR836330063.A,"Private domestic sectors; consumption of fixed capital, nonresidential structures, current cost basis ",A,12-31-1947,12-31-1951
23341,FR836330063.Q,"Private domestic sectors; consumption of fixed capital, nonresidential structures, current cost basis ",Q,03-31-1947,09-30-1951
23342,FR843069175.A,"Monetary authority, private depository institutions, and money market mutual funds; open market paper; asset",A,12-31-1946,12-31-2014
23343,FR843069175.Q,"Monetary authority, private depository institutions, and money market mutual funds; open market paper; asset",Q,12-31-1946,06-30-2015
23344,FR843093005.A,"Monetary authority, private depository institutions, and money market mutual funds; unidentified miscellaneous assets",A,12-31-1946,12-31-2014
23345,FR843093005.Q,"Monetary authority, private depository institutions, and money market mutual funds; unidentified miscellaneous assets",Q,12-31-1946,06-30-2015
23346,FR883050005.A,All domestic sectors; pension entitlements; asset,A,12-31-1946,12-31-2014
23347,FR883050005.Q,All domestic sectors; pension entitlements; asset,Q,12-31-1946,06-30-2015
23348,FR883052035.A,All domestic sectors; prepayments of premiums and reserves against claims; asset (IMA),A,12-31-1946,12-31-2014
23349,FR883052035.Q,All domestic sectors; prepayments of premiums and reserves against claims; asset (IMA),Q,12-31-1946,06-30-2015
23350,FR883069175.A,All domestic sectors; open market paper; asset,A,12-31-1946,12-31-2014
23351,FR883069175.Q,All domestic sectors; open market paper; asset,Q,12-31-1946,06-30-2015
23352,FR883154005.A,All domestic sectors; life insurance reserves and pension entitlements; liability,A,12-31-1946,12-31-2014
23353,FR883154005.Q,All domestic sectors; life insurance reserves and pension entitlements; liability,Q,12-31-1946,06-30-2015
23354,FR883155005.A,All domestic sectors; prepayment of insurance premiums and reserves for outstanding claims; liability (IMA),A,12-31-1946,12-31-2014
23355,FR883155005.Q,All domestic sectors; prepayment of insurance premiums and reserves for outstanding claims; liability (IMA),Q,12-31-1946,06-30-2015
23356,FR893064005.A,All sectors; corporate equities and mutual fund shares; asset,A,12-31-1946,12-31-2014
23357,FR893064005.Q,All sectors; corporate equities and mutual fund shares; asset,Q,12-31-1946,06-30-2015
23358,FR893065015.A,All sectors; total home and multifamily residential mortgages; asset,A,12-31-1946,12-31-2014
23359,FR893065015.Q,All sectors; total home and multifamily residential mortgages; asset,Q,12-31-1946,06-30-2015
23360,FR893065055.A,All sectors; total commercial and farm mortgages; asset,A,12-31-1946,12-31-2014
23361,FR893065055.Q,All sectors; total commercial and farm mortgages; asset,Q,12-31-1946,06-30-2015
23362,FR893065175.A,All sectors; home mortgages less construction loans and home equity loans; asset,A,12-31-1991,12-31-2014
23363,FR893065175.Q,All sectors; home mortgages less construction loans and home equity loans; asset,Q,03-31-1991,06-30-2015
23364,FR893065185.A,All sectors; construction loans on one-to-four family homes; asset,A,12-31-1946,12-31-2014
23365,FR893065185.Q,All sectors; construction loans on one-to-four family homes; asset,Q,12-31-1946,06-30-2015
23366,FR893065195.A,All sectors; home mortgages less construction loans; asset,A,12-31-1946,12-31-2014
23367,FR893065195.Q,All sectors; home mortgages less construction loans; asset,Q,12-31-1946,06-30-2015
23368,FR893065215.A,All sectors; total home equity lines of credit; asset,A,12-31-1991,12-31-2014
23369,FR893065215.Q,All sectors; total home equity lines of credit; asset,Q,12-31-1990,06-30-2015
23370,FR893065315.A,All sectors; home mortgages secured by junior liens; asset,A,12-31-1991,12-31-2014
23371,FR893065315.Q,All sectors; home mortgages secured by junior liens; asset,Q,03-31-1991,06-30-2015
23372,FR893161775.A,All sectors; U.S. government agency securities excluding loan participation certificates; liability,A,12-31-1946,12-31-2014
23373,FR893161775.Q,All sectors; U.S. government agency securities excluding loan participation certificates; liability,Q,12-31-1946,06-30-2015
23374,FR894100005.A,All sectors; total currency and deposits; liability,A,12-31-1946,12-31-2014
23375,FR894100005.Q,All sectors; total currency and deposits; liability,Q,12-31-1946,06-30-2015
23376,FR894104005.A,All sectors; debt securities and loans; liability,A,12-31-1946,12-31-2014
23377,FR894104005.Q,All sectors; debt securities and loans; liability,Q,12-31-1946,06-30-2015
23378,FL073161103.A,Price indexes; Merrill Lynch AAA Treasury/Agency Master par weighted price,A,12-31-1945,12-31-2014
23379,FL073161103.Q,Price indexes; Merrill Lynch AAA Treasury/Agency Master par weighted price,Q,12-31-1945,06-30-2015
23380,FL073161113.A,Price indexes; 10-year Treasury yield,A,12-31-1962,12-31-2014
23381,FL073161113.Q,Price indexes; 10-year Treasury yield,Q,03-31-1962,06-30-2015
23382,FL073161133.A,Price indexes; 3-month Treasury yield,A,12-31-1954,12-31-2014
23383,FL073161133.Q,Price indexes; 3-month Treasury yield,Q,03-31-1954,06-30-2015
23384,FL073161703.A,Price indexes; Merrill Lynch Mortgage Master par weighted price ,A,12-31-1945,12-31-2014
23385,FL073161703.Q,Price indexes; Merrill Lynch Mortgage Master par weighted price ,Q,12-31-1945,06-30-2015
23386,FL073162003.A,Price indexes; Merrill Lynch Municipal Master par weighted price ,A,12-31-1945,12-31-2014
23387,FL073162003.Q,Price indexes; Merrill Lynch Municipal Master par weighted price ,Q,12-31-1945,06-30-2015
23388,FL073163003.A,Price indexes; Merrill Lynch U.S. Corporate Master par weighted price ,A,12-31-1945,12-31-2014
23389,FL073163003.Q,Price indexes; Merrill Lynch U.S. Corporate Master par weighted price ,Q,12-31-1945,06-30-2015
23390,FL073163013.A,Price indexes; Merrill Lynch 10-year BBB corporate bond rate,A,12-31-1962,12-31-2014
23391,FL073163013.Q,Price indexes; Merrill Lynch 10-year BBB corporate bond rate,Q,03-31-1962,06-30-2015
23392,FL073163093.A,Price indexes; Merrill Lynch Junk Bond / High Yield Master par weighted price ,A,12-31-1945,12-31-2014
23393,FL073163093.Q,Price indexes; Merrill Lynch Junk Bond / High Yield Master par weighted price ,Q,12-31-1945,06-30-2015
23394,FL073164003.A,Price indexes; NYSE Composite Index,A,12-31-1945,12-31-2014
23395,FL073164003.Q,Price indexes; NYSE Composite Index,Q,12-31-1945,06-30-2015
23396,FL073164063.A,Price indexes; Morgan Stanley World ex U.S. Stock Index,A,12-31-1945,12-31-2014
23397,FL073164063.Q,Price indexes; Morgan Stanley World ex U.S. Stock Index,Q,12-31-1945,06-30-2015
23398,FL073164093.A,Price indexes; NYSE Financial Composite Index,A,12-31-1989,12-31-2014
23399,FL073164093.Q,Price indexes; NYSE Financial Composite Index,Q,09-30-1989,06-30-2015
23400,FL073165103.A,"Price indexes; Contract rate on 30-year, fixed-rate conventional home mortgage committments",A,12-31-1971,12-31-2014
23401,FL073165103.Q,"Price indexes; Contract rate on 30-year, fixed-rate conventional home mortgage committments",Q,03-31-1971,06-30-2015
23402,FL073165503.A,Price indexes; Merrill Lynch Commercial Mortgage par weighted price ,A,12-31-1996,12-31-2014
23403,FL073165503.Q,Price indexes; Merrill Lynch Commercial Mortgage par weighted price ,Q,12-31-1996,06-30-2015
23404,FL075011003.A,Price indexes; consumer durable goods; chain weights,A,12-31-1945,12-31-2014
23405,FL075011003.Q,Price indexes; consumer durable goods; chain weights,Q,12-31-1945,06-30-2015
23406,FL075012003.A,Price indexes; gross fixed investment on residential construction; chain weights,A,12-31-1945,12-31-2014
23407,FL075012003.Q,Price indexes; gross fixed investment on residential construction; chain weights,Q,12-31-1945,06-30-2015
23408,FL075013003.A,"Price indexes; expenditures on nonresidential structures, equipment, and intellectual property products; chain weights",A,12-31-1945,12-31-2014
23409,FL075013003.Q,"Price indexes; expenditures on nonresidential structures, equipment, and intellectual property products; chain weights",Q,12-31-1945,06-30-2015
23410,FL075013203.A,Price indexes; expenditures on equipment; chain weights,A,12-31-1945,12-31-2014
